car_number,start,finish,lap,lap_time,lap_speed,running_position
53,32,36,55,78.392,112.511,33
53,32,36,56,77.811,113.352,28
53,32,36,57,87.9,100.341,29
53,32,36,58,121.302,72.711,35
53,32,36,59,78.873,111.825,35
53,32,36,60,79.037,111.593,35
53,32,36,61,78.589,112.229,34
53,32,36,62,78.266,112.693,34
53,32,36,63,80.661,109.347,34
53,32,36,64,80.379,109.73,33
53,32,36,65,80.236,109.926,34
53,32,36,66,80.671,109.333,34
53,32,36,67,81.917,107.67,35
53,32,36,68,79.587,110.822,35
53,32,36,69,78.869,111.831,35
53,32,36,70,79.884,110.41,35
53,32,36,71,80.256,109.898,35
53,32,36,72,79.74,110.609,35
53,32,36,73,80.659,109.349,36
53,32,36,74,80.533,109.52,36
53,32,36,75,81.047,108.826,36
53,32,36,76,80.94,108.97,36
53,32,36,77,80.517,109.542,36
53,32,36,78,82.52,106.883,36
53,32,36,79,80.225,109.941,36
53,32,36,80,80.833,109.114,36
53,32,36,81,81.349,108.422,35
53,32,36,82,80.07,110.154,35
53,32,36,83,81.624,108.056,35
53,32,36,84,82.342,107.114,35
53,32,36,85,80.782,109.183,35
53,32,36,86,80.287,109.856,35
53,32,36,87,86.854,101.55,36
53,32,36,88,,,36
53,32,36,89,,,36
53,32,36,90,,,36
51,36,37,1,81.337,108.438,33
51,36,37,2,77.045,114.479,30
51,36,37,3,76.761,114.902,30
51,36,37,4,75.65,116.59,29
51,36,37,5,75.448,116.902,29
51,36,37,6,75.164,117.343,29
51,36,37,7,75.504,116.815,29
51,36,37,8,75.837,116.302,29
51,36,37,9,76.17,115.794,29
51,36,37,10,80.046,110.187,29
51,36,37,11,161.329,54.671,27
51,36,37,12,192.841,45.737,31
51,36,37,13,80.775,109.192,32
51,36,37,14,77.911,113.206,31
51,36,37,15,75.819,116.33,31
51,36,37,16,76.003,116.048,31
51,36,37,17,75.846,116.288,20
51,36,37,18,76.531,115.247,18
51,36,37,19,76.36,115.506,18
51,36,37,20,76.455,115.362,18
51,36,37,21,182.169,48.417,12
51,36,37,22,215.517,40.925,35
51,36,37,23,81.048,108.824,31
51,36,37,24,1268.675,6.952,37
51,36,37,25,85.872,102.711,37
51,36,37,26,75.374,117.016,37
51,36,37,27,76.36,115.506,37
51,36,37,28,75.578,116.701,37
51,36,37,29,1456.188,6.057,37
51,36,37,30,86.332,102.164,37
51,36,37,31,76.149,115.826,37
51,36,37,32,76.236,115.693,37
51,36,37,33,75.992,116.065,37
51,36,37,34,76.003,116.048,37
51,36,37,35,75.936,116.15,37
51,36,37,36,77.206,114.24,37
51,36,37,37,76.915,114.672,37
51,36,37,38,75.94,116.144,37
51,36,37,39,76.368,115.493,37
51,36,37,40,76.785,114.866,37
51,36,37,41,76.466,115.345,37
51,36,37,42,,,37
51,36,37,43,,,37
51,36,37,44,,,37
51,36,37,45,,,37
51,36,37,46,,,37
51,36,37,47,,,37
51,36,37,48,,,37
51,36,37,49,,,37
51,36,37,50,,,37
51,36,37,51,,,37
51,36,37,52,,,37
51,36,37,53,,,37
51,36,37,54,,,37
51,36,37,55,,,37
51,36,37,56,,,37
51,36,37,57,,,37
51,36,37,58,,,37
51,36,37,59,,,37
51,36,37,60,,,37
51,36,37,61,,,37
51,36,37,62,,,37
51,36,37,63,,,37
51,36,37,64,,,37
51,36,37,65,,,37
51,36,37,66,,,37
51,36,37,67,,,37
51,36,37,68,,,37
51,36,37,69,,,37
51,36,37,70,,,37
51,36,37,71,,,37
51,36,37,72,,,37
51,36,37,73,,,37
51,36,37,74,,,37
51,36,37,75,,,37
51,36,37,76,,,37
51,36,37,77,,,37
51,36,37,78,,,37
51,36,37,79,,,37
51,36,37,80,,,37
51,36,37,81,,,37
51,36,37,82,,,37
51,36,37,83,,,37
51,36,37,84,,,37
51,36,37,85,,,37
51,36,37,86,,,37
51,36,37,87,,,37
51,36,37,88,,,37
51,36,37,89,,,37
51,36,37,90,,,37
