car_number,start,finish,lap,lap_time,lap_speed,running_position
43,22,27,84,75.892,116.218,27
43,22,27,85,76.467,115.344,27
43,22,27,86,76.32,115.566,27
43,22,27,87,76.109,115.886,27
43,22,27,88,77.083,114.422,27
43,22,27,89,76.753,114.914,27
43,22,27,90,,,27
37,23,28,1,80.254,109.901,22
37,23,28,2,76.085,115.923,22
37,23,28,3,75.518,116.793,22
37,23,28,4,74.805,117.907,22
37,23,28,5,74.875,117.796,22
37,23,28,6,75.474,116.861,23
37,23,28,7,75.769,116.406,23
37,23,28,8,75.945,116.137,24
37,23,28,9,75.455,116.891,24
37,23,28,10,78.935,111.738,24
37,23,28,11,186.312,47.34,33
37,23,28,12,174.867,50.438,27
37,23,28,13,80.065,110.16,26
37,23,28,14,75.909,116.192,25
37,23,28,15,75.362,117.035,23
37,23,28,16,75.222,117.253,23
37,23,28,17,76.475,115.332,14
37,23,28,18,74.95,117.678,13
37,23,28,19,74.961,117.661,13
37,23,28,20,75.083,117.47,13
37,23,28,21,208.902,42.221,35
37,23,28,22,196.236,44.946,29
37,23,28,23,80.15,110.044,27
37,23,28,24,77.107,114.387,29
37,23,28,25,99.252,88.865,27
37,23,28,26,200.073,44.084,27
37,23,28,27,195.131,45.2,26
37,23,28,28,79.216,111.341,26
37,23,28,29,76.052,115.973,27
37,23,28,30,75.999,116.054,26
37,23,28,31,75.092,117.456,26
37,23,28,32,75.77,116.405,25
37,23,28,33,75.226,117.247,25
37,23,28,34,75.137,117.386,25
37,23,28,35,75.803,116.354,26
37,23,28,36,76.078,115.934,27
37,23,28,37,75.642,116.602,25
37,23,28,38,75.423,116.94,23
37,23,28,39,74.983,117.627,23
37,23,28,40,78.19,112.802,23
37,23,28,41,138.704,63.589,23
37,23,28,42,189.521,46.538,19
37,23,28,43,201.951,43.674,18
37,23,28,44,78.7,112.071,19
37,23,28,45,76.927,114.654,20
37,23,28,46,75.465,116.875,22
37,23,28,47,75.702,116.509,22
37,23,28,48,76.156,115.815,23
37,23,28,49,76.038,115.995,24
37,23,28,50,76.218,115.721,24
37,23,28,51,75.867,116.256,24
37,23,28,52,75.707,116.502,24
37,23,28,53,76.279,115.628,24
37,23,28,54,75.937,116.149,24
37,23,28,55,76.106,115.891,22
37,23,28,56,76.948,114.623,17
37,23,28,57,107.534,82.021,31
37,23,28,58,83.891,105.136,33
37,23,28,59,75.049,117.523,32
37,23,28,60,75.197,117.292,30
37,23,28,61,74.839,117.853,30
37,23,28,62,75.069,117.492,30
37,23,28,63,75.277,117.167,28
37,23,28,64,74.932,117.707,26
37,23,28,65,75.331,117.083,25
37,23,28,66,75.326,117.091,25
37,23,28,67,76.117,115.874,26
37,23,28,68,109.695,80.405,29
37,23,28,69,84.815,103.991,29
37,23,28,70,74.542,118.323,29
37,23,28,71,74.568,118.281,29
37,23,28,72,74.802,117.911,29
37,23,28,73,74.404,118.542,29
37,23,28,74,74.405,118.54,29
37,23,28,75,74.748,117.996,29
37,23,28,76,74.885,117.781,29
37,23,28,77,75.1,117.443,29
37,23,28,78,74.815,117.891,29
37,23,28,79,75.303,117.127,29
37,23,28,80,75.092,117.456,28
37,23,28,81,75.21,117.272,28
37,23,28,82,75.088,117.462,28
37,23,28,83,75.237,117.23,28
37,23,28,84,75.08,117.475,28
37,23,28,85,75.477,116.857,28
37,23,28,86,75.133,117.392,28
37,23,28,87,75.292,117.144,28
37,23,28,88,75.208,117.275,28
37,23,28,89,75.928,116.163,28
37,23,28,90,,,28
77,30,29,1,81.582,108.112,32
77,30,29,2,78.529,112.315,32
77,30,29,3,76.038,115.995,32
77,30,29,4,76.527,115.253,32
77,30,29,5,76.841,114.782,32
77,30,29,6,75.943,116.14,32
77,30,29,7,75.67,116.559,32
77,30,29,8,76.316,115.572,32
77,30,29,9,75.645,116.597,32
77,30,29,10,83.808,105.241,32
77,30,29,11,176.946,49.846,36
77,30,29,12,169.519,52.03,30
77,30,29,13,80.731,109.252,31
77,30,29,14,77.577,113.693,30
77,30,29,15,75.731,116.465,30
77,30,29,16,76.112,115.882,30
77,30,29,17,75.604,116.66,18
77,30,29,18,75.939,116.146,17
77,30,29,19,75.951,116.128,17
77,30,29,20,77.518,113.78,17
77,30,29,21,204.983,43.028,36
77,30,29,22,192.965,45.708,30
77,30,29,23,81.738,107.906,32
77,30,29,24,76.702,114.99,31
77,30,29,25,100.522,87.742,30
77,30,29,26,199.373,44.239,29
77,30,29,27,193.496,45.582,27
77,30,29,28,79.706,110.657,28
77,30,29,29,76.663,115.049,29
77,30,29,30,76.595,115.151,29
77,30,29,31,75.645,116.597,29
77,30,29,32,75.615,116.644,29
77,30,29,33,75.806,116.35,29
77,30,29,34,76.763,114.899,30
77,30,29,35,76.01,116.037,30
77,30,29,36,76.203,115.743,30
77,30,29,37,76.213,115.728,28
77,30,29,38,76.247,115.677,28
77,30,29,39,76.351,115.519,28
77,30,29,40,80.939,108.971,28
77,30,29,41,132.143,66.746,28
77,30,29,42,212.052,41.594,35
77,30,29,43,176.842,49.875,28
77,30,29,44,79.483,110.967,29
77,30,29,45,77.214,114.228,31
77,30,29,46,76.168,115.797,31
77,30,29,47,75.625,116.628,30
77,30,29,48,75.71,116.497,30
77,30,29,49,75.657,116.579,30
77,30,29,50,76.084,115.925,30
77,30,29,51,76.868,114.742,30
77,30,29,52,76.162,115.806,30
77,30,29,53,76.022,116.019,29
77,30,29,54,76.078,115.934,29
77,30,29,55,76.433,115.395,27
77,30,29,56,76.808,114.832,21
77,30,29,57,76.424,115.409,17
77,30,29,58,76.306,115.587,11
77,30,29,59,76.554,115.213,9
77,30,29,60,77.1,114.397,8
77,30,29,61,76.72,114.964,8
77,30,29,62,76.665,115.046,8
77,30,29,63,76.993,114.556,7
77,30,29,64,77.902,113.219,9
77,30,29,65,76.501,115.293,8
77,30,29,66,77.749,113.442,11
77,30,29,67,76.84,114.784,11
77,30,29,68,77.672,113.554,11
77,30,29,69,77.274,114.139,12
77,30,29,70,107.773,81.839,27
77,30,29,71,85.184,103.541,28
77,30,29,72,75.784,116.383,28
77,30,29,73,76.362,115.502,28
77,30,29,74,76.814,114.823,28
77,30,29,75,76.421,115.413,28
77,30,29,76,77.35,114.027,28
77,30,29,77,77.335,114.049,28
77,30,29,78,76.327,115.555,28
77,30,29,79,76.976,114.581,28
77,30,29,80,77.409,113.94,29
77,30,29,81,77.743,113.451,29
77,30,29,82,76.586,115.165,29
77,30,29,83,76.644,115.078,29
77,30,29,84,76.888,114.712,29
77,30,29,85,77.101,114.395,29
77,30,29,86,77.387,113.973,29
77,30,29,87,76.217,115.722,29
77,30,29,88,76.57,115.189,29
77,30,29,89,78.04,113.019,29
77,30,29,90,,,29
78,33,30,1,83.012,106.25,36
78,33,30,2,78.891,111.8,35
78,33,30,3,77.419,113.926,35
78,33,30,4,77.79,113.382,36
78,33,30,5,79.042,111.586,37
78,33,30,6,77.606,113.651,37
78,33,30,7,77.324,114.065,37
78,33,30,8,77.39,113.968,37
78,33,30,9,77.778,113.4,37
78,33,30,10,82.424,107.008,37
78,33,30,11,174.073,50.668,37
78,33,30,12,160.23,55.046,36
78,33,30,13,81.549,108.156,36
78,33,30,14,79.365,111.132,35
78,33,30,15,76.694,115.002,35
78,33,30,16,76.677,115.028,35
78,33,30,17,76.597,115.148,28
78,33,30,18,76.612,115.126,22
78,33,30,19,77.048,114.474,22
78,33,30,20,78.342,112.583,22
78,33,30,21,205.842,42.848,37
78,33,30,22,184.465,47.814,37
78,33,30,23,82.123,107.4,34
78,33,30,24,79.623,110.772,35
78,33,30,25,100.35,87.892,35
78,33,30,26,198.602,44.41,33
78,33,30,27,191.017,46.174,34
78,33,30,28,81.848,107.761,36
78,33,30,29,77.893,113.232,36
78,33,30,30,77.919,113.194,35
78,33,30,31,77.775,113.404,35
78,33,30,32,77.865,113.273,35
78,33,30,33,79.235,111.314,35
78,33,30,34,77.769,113.413,35
78,33,30,35,78.368,112.546,35
78,33,30,36,78.681,112.098,35
78,33,30,37,78.903,111.783,34
78,33,30,38,79.36,111.139,34
78,33,30,39,79.015,111.624,34
78,33,30,40,85.447,103.222,34
78,33,30,41,109.911,80.247,34
78,33,30,42,211.98,41.608,36
78,33,30,43,167.757,52.576,31
78,33,30,44,81.309,108.475,36
78,33,30,45,77.688,113.531,36
78,33,30,46,77.022,114.513,36
78,33,30,47,76.81,114.829,36
78,33,30,48,76.687,115.013,36
78,33,30,49,77.108,114.385,36
78,33,30,50,76.928,114.653,36
78,33,30,51,76.475,115.332,36
78,33,30,52,76.669,115.04,36
78,33,30,53,76.8,114.844,35
78,33,30,54,77.455,113.873,35
78,33,30,55,77.582,113.686,35
78,33,30,56,78.072,112.973,31
78,33,30,57,78.073,112.971,25
78,33,30,58,79.271,111.264,23
78,33,30,59,77.998,113.08,20
78,33,30,60,78.345,112.579,20
78,33,30,61,78.468,112.403,22
78,33,30,62,78.789,111.945,25
78,33,30,63,109.713,80.392,31
78,33,30,64,88.754,99.376,31
78,33,30,65,77.53,113.762,31
78,33,30,66,77.526,113.768,31
78,33,30,67,76.66,115.053,31
78,33,30,68,77.967,113.125,31
78,33,30,69,79.099,111.506,31
78,33,30,70,77.535,113.755,31
78,33,30,71,76.913,114.675,31
78,33,30,72,78.515,112.335,31
78,33,30,73,77.788,113.385,31
78,33,30,74,78.3,112.644,31
78,33,30,75,77.679,113.544,31
78,33,30,76,77.193,114.259,31
78,33,30,77,79.11,111.49,31
78,33,30,78,77.53,113.762,31
78,33,30,79,76.96,114.605,31
78,33,30,80,78.914,111.767,31
78,33,30,81,78.07,112.976,31
78,33,30,82,77.734,113.464,31
78,33,30,83,78.425,112.464,30
78,33,30,84,77.83,113.324,30
78,33,30,85,77.051,114.47,30
78,33,30,86,77.762,113.423,30
78,33,30,87,77.699,113.515,30
78,33,30,88,77.966,113.126,30
78,33,30,89,78.209,112.775,30
78,33,30,90,,,30
99,21,31,1,79.084,111.527,17
99,21,31,2,76.308,115.584,17
99,21,31,3,75.066,117.497,17
99,21,31,4,74.83,117.867,17
99,21,31,5,75.484,116.846,18
99,21,31,6,75.019,117.57,18
99,21,31,7,76.813,114.824,21
99,21,31,8,75.269,117.18,21
99,21,31,9,75.188,117.306,21
99,21,31,10,78.896,111.793,21
99,21,31,11,161.769,54.522,19
99,21,31,12,199.795,44.145,17
99,21,31,13,79.248,111.296,19
99,21,31,14,77.192,114.261,21
99,21,31,15,75.656,116.58,22
99,21,31,16,75.283,117.158,22
99,21,31,17,86.656,101.782,29
99,21,31,18,102.945,85.677,33
99,21,31,19,75.734,116.46,33
99,21,31,20,93.115,94.722,33
99,21,31,21,146.686,60.128,34
99,21,31,22,202.184,43.624,33
99,21,31,23,79.823,110.494,29
99,21,31,24,76.753,114.914,27
99,21,31,25,98.88,89.199,26
99,21,31,26,200.473,43.996,26
99,21,31,27,196.032,44.993,31
99,21,31,28,80.23,109.934,32
99,21,31,29,75.833,116.308,30
99,21,31,30,75.05,117.522,28
99,21,31,31,75.274,117.172,27
99,21,31,32,75.589,116.684,27
99,21,31,33,75.031,117.551,26
99,21,31,34,75.007,117.589,26
99,21,31,35,75.295,117.139,25
99,21,31,36,75.411,116.959,25
99,21,31,37,76.013,116.033,23
99,21,31,38,77.106,114.388,26
99,21,31,39,75.58,116.698,26
99,21,31,40,78.835,111.879,26
99,21,31,41,138.377,63.739,26
99,21,31,42,191.427,46.075,23
99,21,31,43,199.309,44.253,27
99,21,31,44,78.899,111.788,26
99,21,31,45,76.308,115.584,26
99,21,31,46,75.644,116.599,26
99,21,31,47,75.812,116.34,25
99,21,31,48,75.365,117.03,25
99,21,31,49,75.931,116.158,25
99,21,31,50,76.215,115.725,25
99,21,31,51,75.974,116.092,25
99,21,31,52,75.694,116.522,25
99,21,31,53,76.368,115.493,25
99,21,31,54,75.916,116.181,25
99,21,31,55,76.044,115.985,23
99,21,31,56,76.212,115.73,16
99,21,31,57,76.017,116.027,11
99,21,31,58,75.617,116.64,7
99,21,31,59,75.738,116.454,6
99,21,31,60,75.892,116.218,4
99,21,31,61,76.176,115.784,3
99,21,31,62,76.381,115.474,3
99,21,31,63,103.015,85.619,20
99,21,31,64,183.616,48.035,36
99,21,31,65,76.141,115.838,36
99,21,31,66,74.912,117.738,36
99,21,31,67,75.231,117.239,36
99,21,31,68,75.002,117.597,36
99,21,31,69,74.922,117.722,36
99,21,31,70,74.867,117.809,36
99,21,31,71,74.881,117.787,36
99,21,31,72,75.11,117.428,36
99,21,31,73,75.338,117.072,35
99,21,31,74,75.18,117.318,35
99,21,31,75,75.038,117.54,35
99,21,31,76,75.734,116.46,35
99,21,31,77,75.393,116.987,35
99,21,31,78,75.127,117.401,35
99,21,31,79,75.382,117.004,35
99,21,31,80,75.835,116.305,34
99,21,31,81,75.703,116.508,34
99,21,31,82,75.804,116.353,34
99,21,31,83,76.712,114.975,34
99,21,31,84,76.696,114.999,34
99,21,31,85,76.094,115.909,34
99,21,31,86,77.402,113.951,33
99,21,31,87,76.901,114.693,32
99,21,31,88,76.057,115.966,31
99,21,31,89,,,31
99,21,31,90,,,31
0,35,32,1,82.957,106.32,35
0,35,32,2,79.052,111.572,34
0,35,32,3,77.367,114.002,34
0,35,32,4,77.157,114.312,34
0,35,32,5,79.49,110.957,36
0,35,32,6,77.58,113.689,36
0,35,32,7,77.471,113.849,36
0,35,32,8,77.204,114.243,36
0,35,32,9,78.036,113.025,36
0,35,32,10,80.705,109.287,36
0,35,32,11,147.753,59.694,30
0,35,32,12,188.607,46.764,37
0,35,32,13,82.331,107.129,37
0,35,32,14,79.326,111.187,36
0,35,32,15,78.248,112.719,36
0,35,32,16,77.666,113.563,36
0,35,32,17,77.635,113.609,31
0,35,32,18,77.185,114.271,24
0,35,32,19,77.342,114.039,23
0,35,32,20,78.172,112.828,23
0,35,32,21,174.798,50.458,22
0,35,32,22,210.009,41.998,34
0,35,32,23,82.838,106.473,35
0,35,32,24,77.625,113.623,33
0,35,32,25,100.212,88.013,33
0,35,32,26,199.066,44.307,32
0,35,32,27,192.538,45.809,35
0,35,32,28,80.615,109.409,34
0,35,32,29,77.502,113.804,34
0,35,32,30,78.572,112.254,34
0,35,32,31,77.462,113.862,34
0,35,32,32,77.33,114.057,34
0,35,32,33,77.514,113.786,34
0,35,32,34,77.451,113.878,34
0,35,32,35,77.787,113.387,34
0,35,32,36,77.806,113.359,34
0,35,32,37,77.281,114.129,32
0,35,32,38,77.658,113.575,32
0,35,32,39,78.872,111.827,32
0,35,32,40,79.064,111.555,32
0,35,32,41,119.146,74.027,32
0,35,32,42,188.999,46.667,28
0,35,32,43,196.442,44.899,30
0,35,32,44,81.052,108.819,35
0,35,32,45,77.633,113.611,35
0,35,32,46,77.157,114.312,35
0,35,32,47,76.745,114.926,35
0,35,32,48,76.611,115.127,35
0,35,32,49,76.975,114.583,35
0,35,32,50,76.47,115.339,35
0,35,32,51,76.398,115.448,35
0,35,32,52,76.457,115.359,35
0,35,32,53,76.861,114.753,34
0,35,32,54,76.775,114.881,34
0,35,32,55,77.176,114.284,34
0,35,32,56,77.64,113.601,29
0,35,32,57,78.161,112.844,24
0,35,32,58,88.782,99.344,28
0,35,32,59,111.154,79.349,34
0,35,32,60,78.184,112.811,33
0,35,32,61,77.667,113.562,33
0,35,32,62,76.837,114.788,33
0,35,32,63,77.335,114.049,32
0,35,32,64,77.697,113.518,30
0,35,32,65,77.5,113.806,30
0,35,32,66,76.777,114.878,30
0,35,32,67,78.036,113.025,30
0,35,32,68,78.351,112.57,30
0,35,32,69,78.692,112.083,30
0,35,32,70,77.943,113.16,30
0,35,32,71,77.876,113.257,30
0,35,32,72,78.037,113.023,30
0,35,32,73,78.553,112.281,30
0,35,32,74,78.359,112.559,30
0,35,32,75,77.825,113.331,30
0,35,32,76,78.58,112.242,30
0,35,32,77,77.558,113.721,30
0,35,32,78,78.17,112.831,30
0,35,32,79,78.378,112.532,30
0,35,32,80,78.103,112.928,30
0,35,32,81,79.162,111.417,30
0,35,32,82,79.139,111.449,30
0,35,32,83,80.101,110.111,31
0,35,32,84,77.697,113.518,31
0,35,32,85,78.097,112.936,31
0,35,32,86,77.844,113.304,31
0,35,32,87,78.225,112.752,31
0,35,32,88,79.526,110.907,32
0,35,32,89,,,32
0,35,32,90,,,32
52,34,33,1,81.113,108.737,31
52,34,33,2,77.978,113.109,31
52,34,33,3,76.574,115.183,31
52,34,33,4,76.545,115.226,31
52,34,33,5,75.751,116.434,30
52,34,33,6,75.648,116.593,30
52,34,33,7,75.756,116.426,30
52,34,33,8,76.03,116.007,30
52,34,33,9,76.204,115.742,30
52,34,33,10,82.337,107.121,31
52,34,33,11,157.579,55.972,28
52,34,33,12,192.206,45.888,35
52,34,33,13,80.7,109.294,33
52,34,33,14,78.109,112.919,32
52,34,33,15,75.918,116.178,32
52,34,33,16,76.103,115.896,32
52,34,33,17,75.925,116.167,21
52,34,33,18,76.468,115.342,19
52,34,33,19,76.295,115.604,19
52,34,33,20,77.039,114.487,19
52,34,33,21,181.903,48.487,14
52,34,33,22,214.178,41.181,31
52,34,33,23,80.77,109.199,30
52,34,33,24,76.83,114.799,30
52,34,33,25,100.829,87.475,29
52,34,33,26,199.059,44.308,28
52,34,33,27,194.261,45.403,28
52,34,33,28,80.052,110.178,29
52,34,33,29,77.903,113.218,31
52,34,33,30,76.699,114.995,31
52,34,33,31,76.738,114.937,31
52,34,33,32,76.228,115.706,31
52,34,33,33,76.641,115.082,31
52,34,33,34,76.296,115.602,31
52,34,33,35,76.714,114.972,31
52,34,33,36,76.682,115.02,31
52,34,33,37,76.735,114.941,29
52,34,33,38,77.101,114.395,29
52,34,33,39,77.131,114.351,29
52,34,33,40,79.401,111.082,29
52,34,33,41,127.239,69.318,29
52,34,33,42,190.912,46.199,26
52,34,33,43,197.715,44.61,29
52,34,33,44,79.602,110.801,30
52,34,33,45,77.845,113.302,33
52,34,33,46,77.372,113.995,34
52,34,33,47,76.146,115.83,34
52,34,33,48,76.448,115.373,34
52,34,33,49,76.621,115.112,34
52,34,33,50,76.219,115.719,34
52,34,33,51,76.859,114.756,34
52,34,33,52,76.832,114.796,34
52,34,33,53,76.972,114.587,33
52,34,33,54,77.148,114.326,33
52,34,33,55,77.166,114.299,32
52,34,33,56,77.37,113.998,26
52,34,33,57,77.144,114.332,22
52,34,33,58,77.296,114.107,16
52,34,33,59,89.241,98.833,23
52,34,33,60,121.263,72.734,34
52,34,33,61,85.941,102.629,35
52,34,33,62,78.278,112.675,35
52,34,33,63,77.137,114.342,35
52,34,33,64,78.582,112.239,32
52,34,33,65,76.993,114.556,32
52,34,33,66,76.389,115.462,32
52,34,33,67,76.638,115.087,32
52,34,33,68,77.785,113.389,32
52,34,33,69,78.022,113.045,32
52,34,33,70,76.587,115.163,32
52,34,33,71,77.311,114.085,32
52,34,33,72,77.659,113.573,32
52,34,33,73,76.677,115.028,32
52,34,33,74,78.394,112.509,33
52,34,33,75,79.399,111.085,32
52,34,33,76,78.754,111.994,32
52,34,33,77,77.314,114.08,32
52,34,33,78,77.759,113.427,32
52,34,33,79,77.519,113.779,32
52,34,33,80,77.406,113.945,32
52,34,33,81,77.493,113.817,32
52,34,33,82,77.441,113.893,32
52,34,33,83,77.516,113.783,32
52,34,33,84,77.286,114.122,32
52,34,33,85,77.667,113.562,32
52,34,33,86,78.539,112.301,32
52,34,33,87,79.879,110.417,33
52,34,33,88,79.343,111.163,33
52,34,33,89,,,33
52,34,33,90,,,33
15,37,34,1,83.317,105.861,37
15,37,34,2,79.287,111.241,36
15,37,34,3,76.959,114.606,36
15,37,34,4,76.955,114.612,35
15,37,34,5,78.316,112.621,34
15,37,34,6,76.298,115.599,34
15,37,34,7,77.107,114.387,35
15,37,34,8,76.63,115.099,35
15,37,34,9,76.572,115.186,35
15,37,34,10,81.451,108.286,35
15,37,34,11,144.816,60.905,26
15,37,34,12,195.008,45.229,34
15,37,34,13,81.47,108.261,35
15,37,34,14,78.377,112.533,34
15,37,34,15,76.613,115.124,34
15,37,34,16,76.593,115.154,34
15,37,34,17,76.681,115.022,26
15,37,34,18,76.685,115.016,21
15,37,34,19,76.423,115.41,21
15,37,34,20,77.412,113.936,21
15,37,34,21,180.425,48.885,18
15,37,34,22,212.633,41.48,36
15,37,34,23,82.766,106.565,36
15,37,34,24,77.626,113.622,34
15,37,34,25,101.466,86.926,34
15,37,34,26,199.474,44.216,34
15,37,34,27,190.875,46.208,36
15,37,34,28,80.731,109.252,35
15,37,34,29,77.364,114.007,35
15,37,34,30,76.526,115.255,33
15,37,34,31,76.424,115.409,33
15,37,34,32,76.433,115.395,33
15,37,34,33,76.548,115.222,33
15,37,34,34,76.484,115.318,33
15,37,34,35,76.551,115.217,33
15,37,34,36,76.766,114.895,33
15,37,34,37,76.763,114.899,31
15,37,34,38,76.81,114.829,31
15,37,34,39,77.246,114.181,31
15,37,34,40,81.026,108.854,31
15,37,34,41,126.72,69.602,31
15,37,34,42,209.132,42.174,34
15,37,34,43,178.205,49.494,33
15,37,34,44,80.132,110.068,34
15,37,34,45,76.818,114.817,34
15,37,34,46,76.376,115.481,33
15,37,34,47,75.506,116.812,32
15,37,34,48,76.015,116.03,32
15,37,34,49,75.907,116.195,32
15,37,34,50,75.973,116.094,32
15,37,34,51,76.531,115.247,32
15,37,34,52,76.489,115.311,32
15,37,34,53,76.685,115.016,31
15,37,34,54,76.894,114.703,31
15,37,34,55,76.813,114.824,29
15,37,34,56,77.116,114.373,23
15,37,34,57,76.845,114.776,19
15,37,34,58,77.39,113.968,14
15,37,34,59,77.482,113.833,13
15,37,34,60,76.776,114.88,10
15,37,34,61,78.198,112.791,13
15,37,34,62,88.895,99.218,20
15,37,34,63,126.515,69.715,33
15,37,34,64,89.911,98.097,34
15,37,34,65,76.425,115.407,33
15,37,34,66,75.961,116.112,33
15,37,34,67,76.649,115.07,33
15,37,34,68,77.485,113.828,33
15,37,34,69,77.287,114.12,33
15,37,34,70,76.834,114.793,33
15,37,34,71,77.342,114.039,33
15,37,34,72,77.179,114.28,33
15,37,34,73,76.728,114.952,33
15,37,34,74,76.707,114.983,32
15,37,34,75,84.855,103.942,33
15,37,34,76,77.204,114.243,33
15,37,34,77,77.813,113.349,33
15,37,34,78,77.331,114.055,33
15,37,34,79,77.383,113.979,33
15,37,34,80,76.701,114.992,33
15,37,34,81,77.128,114.355,33
15,37,34,82,77.049,114.473,33
15,37,34,83,77.027,114.505,33
15,37,34,84,77.07,114.441,33
15,37,34,85,78.741,112.013,33
15,37,34,86,79.477,110.976,34
15,37,34,87,79.252,111.291,34
15,37,34,88,78.027,113.038,34
15,37,34,89,,,34
15,37,34,90,,,34
2,1,35,1,75.414,116.954,1
2,1,35,2,73.63,119.788,1
2,1,35,3,73.855,119.423,1
2,1,35,4,73.67,119.723,1
2,1,35,5,73.698,119.678,1
2,1,35,6,73.805,119.504,1
2,1,35,7,74.29,118.724,1
2,1,35,8,74.114,119.006,1
2,1,35,9,74.544,118.319,1
2,1,35,10,80.193,109.985,6
2,1,35,11,170.978,51.586,6
2,1,35,12,208.053,42.393,21
2,1,35,13,78.494,112.365,18
2,1,35,14,75.136,117.387,15
2,1,35,15,74.253,118.783,14
2,1,35,16,74.018,119.16,14
2,1,35,17,74.21,118.852,11
2,1,35,18,77.852,113.292,11
2,1,35,19,74.444,118.478,11
2,1,35,20,74.978,117.635,11
2,1,35,21,191.557,46.044,7
2,1,35,22,218.44,40.377,24
2,1,35,23,92.224,95.637,37
2,1,35,24,94.771,93.066,36
2,1,35,25,108.534,81.265,36
2,1,35,26,164.83,53.51,31
2,1,35,27,192.803,45.746,33
2,1,35,28,79.617,110.78,30
2,1,35,29,75.701,116.511,28
2,1,35,30,75.256,117.2,27
2,1,35,31,75.479,116.854,28
2,1,35,32,76.055,115.969,28
2,1,35,33,75.139,117.382,28
2,1,35,34,75.354,117.048,28
2,1,35,35,75.204,117.281,27
2,1,35,36,75.173,117.329,26
2,1,35,37,75.699,116.514,24
2,1,35,38,75.07,117.49,22
2,1,35,39,75.134,117.39,22
2,1,35,40,78.313,112.625,22
2,1,35,41,138.231,63.806,22
2,1,35,42,189.789,46.473,17
2,1,35,43,202.383,43.581,16
2,1,35,44,78.282,112.67,15
2,1,35,45,75.094,117.453,15
2,1,35,46,76.023,116.018,14
2,1,35,47,75.449,116.9,14
2,1,35,48,75.846,116.288,15
2,1,35,49,75.534,116.769,15
2,1,35,50,75.358,117.041,15
2,1,35,51,76.087,115.92,15
2,1,35,52,76.336,115.542,17
2,1,35,53,75.856,116.273,17
2,1,35,54,76.58,115.174,18
2,1,35,55,76.407,115.434,16
2,1,35,56,95.816,92.051,30
2,1,35,57,156.881,56.221,36
2,1,35,58,75.77,116.405,36
2,1,35,59,75.435,116.922,36
2,1,35,60,76.093,115.911,36
2,1,35,61,76.445,115.377,36
2,1,35,62,76.71,114.978,36
2,1,35,63,76.717,114.968,36
2,1,35,64,76.262,115.654,35
2,1,35,65,77.012,114.528,35
2,1,35,66,76.41,115.43,35
2,1,35,67,76.844,114.778,34
2,1,35,68,75.613,116.647,34
2,1,35,69,75.879,116.238,34
2,1,35,70,75.857,116.271,34
2,1,35,71,76.403,115.44,34
2,1,35,72,77.008,114.534,34
2,1,35,73,78.659,112.13,34
2,1,35,74,80.258,109.896,34
2,1,35,75,78.821,111.899,34
2,1,35,76,78.441,112.441,34
2,1,35,77,76.772,114.886,34
2,1,35,78,77.458,113.868,34
2,1,35,79,77.347,114.032,34
2,1,35,80,88.321,99.863,35
2,1,35,81,144.414,61.074,36
2,1,35,82,75.794,116.368,36
2,1,35,83,75.061,117.504,36
2,1,35,84,77.566,113.71,36
2,1,35,85,77.23,114.204,36
2,1,35,86,75.641,116.603,36
2,1,35,87,75.701,116.511,35
2,1,35,88,,,35
2,1,35,89,,,35
2,1,35,90,,,35
53,32,36,1,81.81,107.811,34
53,32,36,2,78.565,112.264,33
53,32,36,3,76.141,115.838,33
53,32,36,4,76.401,115.444,33
53,32,36,5,76.798,114.847,33
53,32,36,6,76.335,115.543,33
53,32,36,7,76.534,115.243,33
53,32,36,8,76.643,115.079,33
53,32,36,9,77.126,114.358,33
53,32,36,10,82.928,106.357,33
53,32,36,11,153.651,57.403,29
53,32,36,12,190.25,46.36,32
53,32,36,13,81.245,108.561,34
53,32,36,14,78.506,112.348,33
53,32,36,15,76.062,115.958,33
53,32,36,16,75.989,116.069,33
53,32,36,17,76.038,115.995,22
53,32,36,18,76.261,115.655,20
53,32,36,19,76.238,115.69,20
53,32,36,20,78.001,113.075,20
53,32,36,21,181.272,48.656,17
53,32,36,22,213.495,41.312,32
53,32,36,23,81.943,107.636,33
53,32,36,24,76.945,114.627,32
53,32,36,25,100.404,87.845,31
53,32,36,26,199.964,44.108,30
53,32,36,27,192.569,45.802,30
53,32,36,28,80.7,109.294,33
53,32,36,29,77.467,113.855,33
53,32,36,30,76.735,114.941,32
53,32,36,31,76.685,115.016,32
53,32,36,32,76.225,115.71,32
53,32,36,33,76.517,115.269,32
53,32,36,34,76.373,115.486,32
53,32,36,35,76.732,114.946,32
53,32,36,36,76.87,114.739,32
53,32,36,37,76.612,115.126,30
53,32,36,38,77.102,114.394,30
53,32,36,39,77.176,114.284,30
53,32,36,40,80.527,109.528,30
53,32,36,41,126.604,69.666,30
53,32,36,42,190.515,46.296,27
53,32,36,43,197.989,44.548,35
53,32,36,44,78.979,111.675,31
53,32,36,45,77.548,113.736,32
53,32,36,46,76.105,115.893,32
53,32,36,47,76.597,115.148,33
53,32,36,48,76.251,115.671,33
53,32,36,49,76.316,115.572,33
53,32,36,50,76.75,114.919,33
53,32,36,51,77.043,114.482,33
53,32,36,52,76.406,115.436,33
53,32,36,53,77.228,114.207,32
53,32,36,54,77.489,113.823,32
